"hs_code","Description"
"844712","With cylinder diameter exceeding 165|mm"
"844720","Flat knitting machines; stitch-bonding machines"
"84472020","Warp knitting machines (including Raschel type); stitch-bonding machines"
"84472080","Other"
"844790","Other"
"8448","Auxiliary machinery for use with machines of heading|8444, 8445, 8446|or 8447|(for example, dobbies, jacquards, automatic stop motions, shuttle changing mechanisms); parts and accessories suitable for use solely or principally with the machines of this he"
"844811","Auxiliary machinery for machines of heading|8444, 8445, 8446|or 8447"
"844811","Dobbies and jacquards; card-reducing, copying, punching or assembling machines for use therewith"
"844819","Other"
"844820","Parts and accessories of machines of heading|8444|or of their auxiliary machinery"
"844831","Parts and accessories of machines of heading|8445|or of their auxiliary machinery"
"844831","Card clothing"
"844832","Of machines for preparing textile fibres, other than card clothing"
"844833","Spindles, spindle flyers, spinning rings and ring travellers"
"844839","Other"
"844842","Parts and accessories of weaving machines (looms) or of their auxiliary machinery"
"844842","Reeds for looms, healds and heald-frames"
"844849","Other"
"844851","Parts and accessories of machines of heading|8447|or of their auxiliary machinery"
"844851","Sinkers, needles and other articles used in forming stitches"
"84485110","Sinkers"
"84485190","Other"
"844859","Other"
"8449","Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, including machinery for making felt hats; blocks for making hats"
"8450","Household or laundry-type washing machines, including machines which both wash and dry"
"845011","Machines, each of a dry linen capacity not exceeding 10|kg"
"845011","Fully-automatic machines"
"84501111","Each of a dry linen capacity not exceeding 6|kg"
"84501111","Front-loading machines"
"84501119","Top-loading machines"
"84501190","Each of a dry linen capacity exceeding 6|kg but not exceeding 10|kg"
"845012","Other machines, with built-in centrifugal drier"
"845019","Other"
"845020","Machines, each of a dry linen capacity exceeding 10|kg"
"845090","Parts"
"8451","Machinery (other than machines of heading|8450) for washing, cleaning, wringing, drying, ironing, pressing (including fusing presses), bleaching, dyeing, dressing, finishing, coating or impregnating textile yarns, fabrics or made-up textile articles and m"
"845110","Dry-cleaning machines"
"845121","Drying machines"
"845121","Each of a dry linen capacity not exceeding 10|kg"
"845129","Other"
"845130","Ironing machines and presses (including fusing presses)"
"845140","Washing, bleaching or dyeing machines"
"845150","Machines for reeling, unreeling, folding, cutting or pinking textile fabrics"
"845180","Other machinery"
"84518010","Machines used in the manufacture of linoleum or other floor coverings for applying the paste to the base fabric or other support"
"84518030","Machines for dressing or finishing"
"84518080","Other"
"845190","Parts"
"8452","Sewing machines, other than book-sewing machines of heading|8440; furniture, bases and covers specially designed for sewing machines; sewing machine needles"
"845210","Sewing machines of the household type"
"84521011","Sewing machines (lock-stitch only), with heads of a weight not exceeding 16|kg without motor or 17|kg including the motor; sewing machine heads (lock-stitch only), of a weight not exceeding 16|kg without motor or 17|kg including the motor"
"84521011","Sewing machines having a value (not including frames, tables or furniture) of more than €|65|each"
"84521019","Other"
"84521090","Other sewing machines and other sewing machine heads"
"845221","Other sewing machines"
"845221","Automatic units"
"845229","Other"
"845230","Sewing machine needles"
"845290","Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines"
"8453","Machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines"
"845310","Machinery for preparing, tanning or working hides, skins or leather"
"845320","Machinery for making or repairing footwear"
"845380","Other machinery"
"845390","Parts"
"8454","Converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries"
"845410","Converters"
"845420","Ingot moulds and ladles"
"845430","Casting machines"
"84543010","For casting under pressure"
"84543090","Other"
"845490","Parts"
"8455","Metal-rolling mills and rolls therefor"
"845510","Tube mills"
"845521","Other rolling mills"
"845521","Hot or combination hot and cold"
"845522","Cold"
"845530","Rolls for rolling mills"
"84553010","Of cast iron"
"84553031","Of open-die forged steel"
"84553031","Hot-rolling work-rolls; hot-rolling and cold-rolling back-up rolls"
"84553039","Cold-rolling work-rolls"
"84553090","Other"
"845590","Other parts"
"8456","Machine tools for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electrodischarge, electrochemical, electron beam, ionic-beam or plasma arc processes; water-jet cutting machines"
"845611","Operated by laser or other light or photon beam processes"
"845611","Operated by laser"
"84561110","Of a kind used solely or principally for the manufacture of printed circuits, printed circuit assemblies, parts of heading 8517, or parts of automatic data processing machines"
"84561190","Other"
"845612","Operated by other light or photon beam processes"
"84561210","Of a kind used solely or principally for the manufacture of printed circuits, printed circuit assemblies, parts of heading 8517, or parts of automatic data processing machines"
"84561290","Other"
"845620","Operated by ultrasonic processes"
"845630","Operated by electrodischarge processes"
"84563011","Numerically controlled"
"84563011","Wire-cut"
"84563019","Other"
"84563090","Other"
"845640","Operated by plasma arc processes"
"845650","Water-jet cutting machines"
"845690","Other"
"8457","Machining centres, unit construction machines (single station) and multi-station transfer machines, for working metal"
"845710","Machining centres"
"84571010","Horizontal"
"84571090","Other"
"845720","Unit construction machines (single station)"
"845730","Multi-station transfer machines"
"84573010","Numerically controlled"
"84573090","Other"
"8458","Lathes (including turning centres) for removing metal"
"845811","Horizontal lathes"
"845811","Numerically controlled"
"84581120","Turning centres"
"84581141","Automatic lathes"
"84581141","Single spindle"
"84581149","Multi-spindle"
"84581180","Other"
"845819","Other"
"845891","Other lathes"
"845891","Numerically controlled"
"84589120","Turning centres"
"84589180","Other"
"845899","Other"
"8459","Machine tools (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes (including turning centres) of heading|8458"
"845910","Way-type unit head machines"
"845921","Other drilling machines"
"845921","Numerically controlled"
"845929","Other"
"845931","Other boring-milling machines"
"845931","Numerically controlled"
"845939","Other"
"845941","Other boring machines"
"845941","Numerically controlled"
"845949","Other"
"845951","Milling machines, knee-type"
"845951","Numerically controlled"
"845959","Other"
"845961","Other milling machines"
"845961","Numerically controlled"
"84596110","Tool milling machines"
"84596190","Other"
"845969","Other"
"84596910","Tool milling machines"
"84596990","Other"
"845970","Other threading or tapping machines"
"8460","Machine tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise finishing metal or cermets by means of grinding stones, abrasives or polishing products, other than gear cutting, gear grinding or gear finishing machines of headin"
"846012","Flat-surface grinding machines"
"846012","Numerically controlled"
"846019","Other"
"846022","Other grinding machines"
"846022","Centreless grinding machines, numerically controlled"
"846023","Other cylindrical grinding machines, numerically controlled"
"846024","Other, numerically controlled"
"846029","Other"
"84602910","For cylindrical surfaces"
"84602990","Other"
"846031","Sharpening (tool or cutter grinding) machines"
"846031","Numerically controlled"
"846039","Other"
"846040","Honing or lapping machines"
"84604010","Numerically controlled"
"84604090","Other"
"846090","Other"
"8461","Machine tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear finishing, sawing, cutting-off and other machine tools working by removing metal or cermets, not elsewhere specified or included"
"846120","Shaping or slotting machines"
"846130","Broaching machines"
"84613010","Numerically controlled"
"84613090","Other"
"846140","Gear-cutting, gear-grinding or gear-finishing machines"
"84614011","Gear-cutting machines (including abrasive gear-cutting machines)"
"84614011","For cutting cylindrical gears"
"84614011","Numerically controlled"
"84614019","Other"
"84614031","For cutting other gears"
"84614031","Numerically controlled"
"84614039","Other"
"84614071","Gear-finishing machines"
"84614071","Fitted with a micrometric adjusting system, in which the positioning in any one axis can be set up to an accuracy of at least 0,01|mm"
"84614071","Numerically controlled"
"84614079","Other"
"84614090","Other"
"846150","Sawing or cutting-off machines"
"84615011","Sawing machines"
"84615011","Circular saws"
"84615019","Other"
"84615090","Cutting-off machines"
"846190","Other"
"8462","Machine tools (including presses) for working metal by forging, hammering or die forging (excluding rolling mills); machine tools (including presses, slitting lines and cut-to-length lines) for working metal by bending, folding, straightening, flattening,"
"846211","Hot forming machines for forging, die forging (including presses) and hot hammers"
"846211","Closed die forging machines"
"84621110","Numerically controlled"
"84621190","Other"
"846219","Other"
"84621910","Numerically controlled"
"84621990","Other"
"846222","Bending, folding, straightening or flattening machines (including press brakes) for flat products"
"846222","Profile forming machines"
"84622210","Numerically controlled"
"84622290","Other"
"846223","Numerically controlled press brakes"
"846224","Numerically controlled panel benders"
"846225","Numerically controlled roll forming machines"
"846226","Other numerically controlled bending, folding, straightening or flattening machines"
"846229","Other"
"84622910","Numerically controlled"
"84622990","Other"
"846232","Slitting lines, cut-to-length lines and other shearing machines (excluding presses) for flat products, other than combined punching and shearing machines"
"846232","Slitting lines and cut-to-length lines"
"84623210","Numerically controlled"
"84623290","Other"
"846233","Numerically controlled shearing machines"
"846239","Other"
"846242","Punching, notching or nibbling machines (excluding presses) for flat products including combined punching and shearing machines"
"846242","Numerically controlled"
"846249","Other"
"846251","Machines for working tube, pipe, hollow section and bar (excluding presses)"
"846251","Numerically controlled"
"846259","Other"
"846261","Cold metal working presses"
"846261","Hydraulic presses"
"84626110","Numerically controlled"
"84626190","Other"
"846262","Mechanical presses"
"84626210","Numerically controlled"
"84626290","Other"
"846263","Servo-presses"
"84626310","Numerically controlled"
"84626390","Other"
"846269","Other"
"84626910","Numerically controlled"
"84626990","Other"
"846290","Other"
"84629010","Numerically controlled"
"84629090","Other"
"8463","Other machine tools for working metal or cermets, without removing material"
"846310","Drawbenches for bars, tubes, profiles, wire or the like"
"84631010","Drawbenches for wire"
"84631090","Other"
"846320","Thread-rolling machines"
"846330","Machines for working wire"
"846390","Other"
"8464","Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass"
"846410","Sawing machines"
"846420","Grinding or polishing machines"
"84642011","For working glass"
"84642011","Optical glass"
"84642019","Other"
"84642080","Other"
"846490","Other"
"8465","Machine tools (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials"
"846510","Machines which can carry out different types of machining operations without tool change between such operations"
"84651010","With manual transfer of workpiece between each operation"
"84651090","With automatic transfer of workpiece between each operation"
"846520","Machining centres"
"846591","Other"
"846591","Sawing machines"
"84659110","Bandsaws"
"84659120","Circular saws"
"84659190","Other"
"846592","Planing, milling or moulding (by cutting) machines"
"846593","Grinding, sanding or polishing machines"
"846594","Bending or assembling machines"
"846595","Drilling or morticing machines"
"846596","Splitting, slicing or paring machines"
"846599","Other"
"8466","Parts and accessories suitable for use solely or principally with the machines of headings|8456|to 8465, including work or tool holders, self-opening dieheads, dividing heads and other special attachments for the machines; tool holders for any type of too"
"846610","Tool holders and self-opening dieheads"
"84661020","Tool holders"
"84661020","Arbors, collets and sleeves"
"84661031","Other"
"84661031","For lathes"
"84661038","Other"
"84661080","Self-opening dieheads"
"846620","Work holders"
"84662020","Jigs and fixtures for specific applications; sets of standard jig and fixture components"
"84662091","Other"
"84662091","For lathes"
"84662098","Other"
"846630","Dividing heads and other special attachments for machines"
"846691","Other"
"846691","For machines of heading|8464"
"84669120","Of cast iron or cast steel"
"84669195","Other"
"846692","For machines of heading|8465"
"84669220","Of cast iron or cast steel"
"84669280","Other"
"846693","For machines of headings|8456|to 8461"
"84669340","Parts and accessories of machines of subheadings 8456|11|10, 8456|12|10, 8456|20, 8456|30, 8457|10, 8458|91, 8459|21|00, 8459|61|or 8461|50|of a kind used solely or principally for the manufacture of printed circuits, printed circuit assemblies, parts of "
"84669350","Other"
"84669350","For machines of subheading|8456|50|00"
"84669360","Other"
"846694","For machines of heading|8462|or 8463"
"8467","Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor"
"846711","Pneumatic"
"846711","Rotary type (including combined rotary-percussion)"
"84671110","Metalworking"
"84671190","Other"
"846719","Other"
"846721","With self-contained electric motor"
"846721","Drills of all kinds"
"84672110","Capable of operation without an external source of power"
"84672191","Other"
"84672191","Electropneumatic"
"84672199","Other"
"846722","Saws"
"84672210","Chainsaws"
"84672230","Circular saws"
"84672290","Other"
"846729","Other"
"84672920","Capable of operation without an external source of power"
"84672951","Other"
"84672951","Grinders and sanders"
"84672951","Angle grinders"
"84672953","Belt sanders"
"84672959","Other"
"84672970","Planers"
"84672980","Hedge trimmers and lawn edge cutters"
"84672985","Other"
"846781","Other tools"
"846781","Chainsaws"
"846789","Other"
"846791","Parts"
"846791","Of chainsaws"
"846792","Of pneumatic tools"
"846799","Other"
"8468","Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting, other than those of heading|8515; gas-operated surface tempering machines and appliances"
"846810","Hand-held blow pipes"
"846820","Other gas-operated machinery and apparatus"
"846880","Other machinery and apparatus"
"846890","Parts"
"8470","Calculating machines and pocket-size data-recording, reproducing and displaying machines with calculating functions; accounting machines, postage-franking machines, ticket-issuing machines and similar machines, incorporating a calculating device; cash reg"
"847010","Electronic calculators capable of operation without an external source of electric power and pocket-size data-recording, reproducing and displaying machines with calculating functions"
"847021","Other electronic calculating machines"
"847021","Incorporating a printing device"
"847029","Other"
"847030","Other calculating machines"
"847050","Cash registers"
"847090","Other"
"8471","Automatic data-processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included"
"847130","Portable automatic data-processing machines, weighing not more than 10|kg, consisting of at least a central processing unit, a keyboard and a display"
"847141","Other automatic data-processing machines"
"847141","Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined"
"847149","Other, presented in the form of systems"
"847150","Processing units other than those of subheading|8471|41|or 8471|49, whether or not containing in the same housing one or two of the following types of unit: storage units, input units, output units"
"847160","Input or output units, whether or not containing storage units in the same housing"
"84716060","Keyboards"
"84716070","Other"
"847170","Storage units"
"84717020","Central storage units"
"84717030","Other"
"84717030","Disk storage units"
"84717030","Optical, including magneto-optical"
"84717050","Other"
"84717050","Hard disk drives"
"84717070","Other"
"84717080","Magnetic tape storage units"
"84717098","Other"
"847180","Other units of automatic data-processing machines"
"847190","Other"
"8472","Other office machines (for example, hectograph or stencil duplicating machines, addressing machines, automatic banknote dispensers, coin-sorting machines, coin-counting or -wrapping machines, pencil-sharpening machines, perforating or stapling machines)"
"847210","Duplicating machines"
"847230","Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps"
"847290","Other"
"84729010","Coin-sorting, coin-counting or coin-wrapping machines"
"84729080","Other"
"8473","Parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings|8470|to 8472"
"847321","Parts and accessories of the machines of heading|8470"
"847321","Of the electronic calculating machines of subheading|8470|10, 8470|21|or 8470|29"
"84732110","Electronic assemblies"
"84732190","Other"
"847329","Other"
"84732910","Electronic assemblies"
"84732990","Other"
"847330","Parts and accessories of the machines of heading|8471"
"84733020","Electronic assemblies"
"84733080","Other"
"847340","Parts and accessories of the machines of heading|8472"
"84734010","Electronic assemblies"
"84734080","Other"
"847350","Parts and accessories equally suitable for use with machines of two or more of the headings|8470|to 8472"
"84735020","Electronic assemblies"
"84735080","Other"
"8474","Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid (including powder or paste) form; machinery for agglomerating, shaping or moulding solid mineral fuels, "
"847410","Sorting, screening, separating or washing machines"
"847420","Crushing or grinding machines"
"847431","Mixing or kneading machines"
"847431","Concrete or mortar mixers"
"847432","Machines for mixing mineral substances with bitumen"
"847439","Other"
"847480","Other machinery"
"84748010","Machinery for agglomerating, shaping or moulding ceramic paste"
"84748090","Other"
"847490","Parts"
"84749010","Of cast iron or cast steel"
"84749090","Other"
"8475","Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes; machines for manufacturing or hot working glass or glassware"
"847510","Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes"
"847521","Machines for manufacturing or hot working glass or glassware"
"847521","Machines for making optical fibres and preforms thereof"
"847529","Other"
"847590","Parts"
"84759010","Parts of machines of subheading 8475|21|00"
"84759090","Other"
"8476","Automatic goods-vending machines (for example, postage stamp, cigarette, food or beverage machines), including money-changing machines"
"847621","Automatic beverage-vending machines"
"847621","Incorporating heating or refrigerating devices"
"847629","Other"
"847681","Other machines"
"847681","Incorporating heating or refrigerating devices"
"847689","Other"
"84768910","Money-changing machines"
"84768990","Other"
"847690","Parts"
"84769010","Parts of money-changing machines"
"84769090","Other"
"8477","Machinery for working rubber or plastics or for the manufacture of products from these materials, not specified or included elsewhere in this chapter"
"847710","Injection-moulding machines"
"847720","Extruders"
"847730","Blow-moulding machines"
"847740","Vacuum-moulding machines and other thermoforming machines"
"847751","Other machinery for moulding or otherwise forming"
"847751","For moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes"
"847759","Other"
"84775910","Presses"
"84775980","Other"
"847780","Other machinery"
"84778011","Machines for the manufacture of foam products"
"84778011","Machines for processing reactive resins"
"84778019","Other"
"84778091","Other"
"84778091","Size reduction equipment"
"84778093","Mixers, kneaders and agitators"
"84778095","Cutting, splitting and peeling machines"
"84778099","Other"
"8477809910","Machines for casting or for surface modification of plastic membranes of heading|3921"
"8477809990","Other"
"847790","Parts"
"84779010","Of cast iron or cast steel"
"84779080","Other"
"8478","Machinery for preparing or making up tobacco, not specified or included elsewhere in this chapter"
"847810","Machinery"
"847890","Parts"
"8479","Machines and mechanical appliances having individual functions, not specified or included elsewhere in this chapter"
"847910","Machinery for public works, building or the like"
"847920","Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats or oils"
"847930","Presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork"
"84793010","Presses"
"84793090","Other"
"847940","Rope- or cable-making machines"
"847950","Industrial robots, not elsewhere specified or included"
"847960","Evaporative air coolers"
"847971","Passenger boarding bridges"
"847971","Of a kind used in airports"
"847979","Other"
"847981","Other machines and mechanical appliances"
"847981","For treating metal, including electric wire coil-winders"
"847982","Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring machines"
"847983","Cold isostatic presses"
"847989","Other"
"84798930","Mobile hydraulic-powered mine roof supports"
"84798960","Central greasing systems"
"84798970","Automated electronic component placement machines of a kind used solely or principally for the manufacture of printed circuit assemblies"
"84798997","Other"
"8479899710","The following goods, for use in civil aircraft :!1!Hydropneumatic batteries;!1!Mechanical actuators for thrust reversers;!1!Toilet units specially designed;!1!Air humidifiers and dehumidifiers;!1!Servo-mechanisms, non-electric;!1!Non-electric starter moto"
"8479899728","Integrated electric brake unit for immediate generation of the hydraulic pressure during braking, full electronic brake control and enabling regenerative braking of motor vehicles with:
 
-electronic brake assistants,
 
-hydraulic unit driven by brushless"
"8479899735","Mechanical unit ensuring the movement of the camshaft with:
-	6 or 8 oil chambers,
-	a phasing range of at least 18° but not more than 62°,
-	a steel and/or steel alloy sprocket,
-	a steel and/or steel alloy and/or aluminium alloy rotor
"
"8479899738","Camshaft actuator for controlling the timing of valve opening by using electromotor in a continuous variable valve timing system of an internal combustion piston engine, of:
 
-a length of 110 mm or more but not more than 140 mm,
 
-a width of 90 mm or mo"
"8479899755","Integrated automated turnkey machinery line for manufacturing jelly rolls of cylindrical lithium ion battery cells by winding, tab assembly and cutting of cathode, separator and anode"
"8479899760","Bioreactor for biopharmaceutical cell culture
•	having interior surfaces of austenitic stainless steel, and
•	with a process capacity up to 15 000 litres,
•	whether or not combined with a “clean-in-process” system and/or a dedicated paired media hold vess"
"8479899765","Integrated automated turnkey machinery line for the assembly of battery cells to cylindrical lithium ion batteries with a speed of 300 parts per minute and production line"
"8479899770","Machine to accurately align and attach lenses into a camera assembly in five axis alignment capability and fix them in position with a two part cure epoxy"
"8479899790","Other"
"847990","Parts"
"84799015","Parts of machines of subheading 8479|89|70"
"84799020","Other"
"84799020","Of cast iron or cast steel"
"8479902010","For use in civil aircraft"
"8479902090","Other"
"84799070","Other"
"8479907010","For use in civil aircraft"
"8479907030","Other"
"8479907030","Silicone or plastic keyboards, comprising:
 
-parts of common metal, and
 
-whether or not comprising parts of plastic,
 
-epoxy resin reinforced with fiberglass or wood,
 
-whether or not printed or surface-treated,
 
-with or without electrical conducto"
"8479907040","Housing of the rotor part of the mechanical unit ensuring the adjustment of movement of the camshaft compared to the crankshaft:
 
-of a circular shape,
 
-made of steel alloy with sintering process,
 
-with not more than 8 oil chambers,
 
-with a Rockwel"
"8479907050","Rotor part of the mechanical unit ensuring the movement of the camshaft compared to the crankshaft:
 
-with 4 blades that end in grooves,
 
-made of steel alloy with sintering process
"
"8479907085","Injectors with solenoid valve for optimised atomisation in the engine combustion chamber"
"8479907099","Other"
"8480","Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ingot moulds), metal carbides, glass, mineral materials, rubber or plastics"
"848010","Moulding boxes for metal foundry"
"848020","Mould bases"
"848030","Moulding patterns"
"84803010","Of wood"
"84803090","Other"
"848041","Moulds for metal or metal carbides"
"848041","Injection or compression types"
"848049","Other"
"848050","Moulds for glass"
"848060","Moulds for mineral materials"
"848071","Moulds for rubber or plastics"
"848071","Injection or compression types"
"848079","Other"
"8481","Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves"
"848110","Pressure-reducing valves"
"84811005","Combined with filters or lubricators"
"8481100510","For use in certain types of aircraft"
"8481100590","Other"
"84811019","Other"
"84811019","Of cast iron or of steel"
"8481101910","For use in certain types of aircraft"
"8481101930","Electromagnetic pressure reducing valve
 
-with a plunger,
 
-with an operating pressure of not more than 325 MPa,
 
-with a plastic connector with 2 silver or tin, or silver-plated, or tin-plated, or silver and tin plated pins
"
"8481101990","Other"
"84811099","Other"
"8481109910","For use in certain types of aircraft"
"8481109920","Electromagnetic pressure reducing|valve

-|with a plunger,

-|with an operating pressure of not more than 325MPa,

-|with a plastic connector with 2 silver or tin, or silver-plated, or tin-plated, or silver and tin plated pins
"
"8481109940","Pressure reducing valves in a brass case with:
 
-a length of not more than 30 mm (± 1 mm),
 
-a width of not more than 18 mm (± 1 mm),
of a kind used for incorporation in fuel delivery modules of motor vehicles"
"8481109990","Other"
"848120","Valves for oleohydraulic or pneumatic transmissions"
"84812010","Valves for the control of oleohydraulic power transmission"
"8481201020","for use in certain types of aircraft"
"8481201090","Other"
"84812090","Valves for the control of pneumatic power transmission"
"8481209020","for use in certain types of aircraft"
"8481209090","Other"
"848130","Check (non-return) valves"
"84813091","Of cast iron or of steel"
"8481309120","for use in certain types of aircraft"
"8481309130","Other"
"8481309130","Mechanical check (non-return) valve for opening and closing of the flow of fuel:
 
-with an operating pressure of not more than 250 MPa,
 
-with a flow rate of 45 cm³/minute or more, but not more than 55 cm³/minute,
 
-with 4 input holes, each of them wit"
"8481309191","Steel check (non-return) valves with:
 
-|an opening pressure of not more than 800|kPa
 
-|an external diameter not more than 37|mm
"
"8481309199","Other"
"84813099","Other"
"8481309920","for use in certain types of aircraft"
"8481309930","Brake booster check valve assembly containing at least:
 
-three vulcanized rubber hoses,
 
-one membrane valve,
 
-two metal clamps,
 
-one metal holder,
 
-whether or not connecting metal pipe,
for use in the manufacture of motor vehicles"
"8481309950","Mechanical check (non-return) valve for opening and closing of the flow of fuel:
 
-with an operating pressure of not more than 250 MPa,
 
-with a flow rate of 45 cm³/minute or more, but not more than 55 cm³/minute,
 
-with 4 input holes, each of them wit"
"8481309990","Other"
"848140","Safety or relief valves"
"84814010","Of cast iron or of steel"
"8481401050","for use in certain types of aircraft"
"8481401090","Other"
"84814090","Other"
"8481409010","for use in certain types of aircraft"
"8481409090","Other"
"848180","Other appliances"
"84818011","Taps, cocks and valves for sinks, washbasins, bidets, water cisterns, baths and similar fixtures"
"84818011","Mixing valves"
"8481801110","For use in certain types of aircraft"
"8481801190","Other"
"84818019","Other"
"8481801910","For use in certain types of aircraft"
"8481801990","Other"
"84818031","Central heating radiator valves"
"84818031","Thermostatic valves"
"84818039","Other"
"84818040","Valves for pneumatic tyres and inner tubes"
"8481804010","For use in certain types of aircraft"
"8481804090","Other"
"84818051","Other"
"84818051","Process control valves"
"84818051","Temperature regulators"
"84818059","Other"
"8481805910","Air control valve, consisting of a stepping motor and a valve pintle, for the regulation of idle air flow in fuel injection engines"
"8481805920","Pressure regulating|valve for incorporation into|compressors of motor vehicle air condition|units"
"8481805930","Two-way flow control valve with housing, with:
-	at least 5, but not more than 16 outlet holes with at least 0,05 mm, but not more than 0,5 mm diameter,
-	at least 330 cm3/minute, but not more than 5 000 cm3/minute flow rate,
-	at least 19, but not more t"
"8481805940","Flow-control valve
-|made of steel,
-|with an outlet hole with a diameter of at least 0,05mm or more, but not more than 0,5|mm,
-|with an inlet hole with a diameter of at least 0,1|mm, but not more than 1,3|mm,
-|with chromium nitride coating,
-|with a su"
"8481805950","Electromagnetic valve for quantity control with

-|a plunger,

-|a solenoid with a of coil resistance of at least 1,85 Ohm, but not more than 8,2|Ohm"
"8481805960","Electromagnetic valve for quantity control
-	with a solenoid with a coil resistance of at least 0,19 Ohm, but not more than 0,66 Ohm, and with an inductance of not more than 1 mH
"
"8481805970","Flow-control valve
 
-made of steel,
 
-with an outlet hole with a diameter of at least 0,05 mm, but not more than 0,5 mm,
 
-with an inlet hole with a diameter of at least 0,1 mm, but not more than 1,3 mm
"
"8481805990","Other"
"84818061","Other"
"84818061","Gate valves"
"84818061","Of cast iron"
"84818063","Of steel"
"8481806350","for use in certain types of aircraft"
"8481806390","Other"
"84818069","Other"
"8481806950","for use in certain types of aircraft"
"8481806960","Other"
"8481806960","Four-way reversing valve for refrigerants, consisting of:
 
-|a solenoid pilot valve
 
-|a brass valve body including valve slider and copper connections
with a working pressure up to 4,5|MPa"
"8481806999","Other"
"84818071","Globe valves"
"84818071","Of cast iron"
"84818073","Of steel"
"8481807310","For use in certain types of aircraft"
"8481807320","Pressure- and flow-control valve controlled by external electromagnet:
 
-|made of steel and/or steel alloy(s),
 
-|without integrated circuit,
 
-|of not more than 1000|kPa operating pressure,
 
-|with a flow quantity of not more than 5|l/min,
 
-|withou"
"8481807390","Other"
"84818079","Other"
"8481807910","For use in certain types of aircraft"
"8481807930","Service Valve which suits for R410A or R32 gas while connecting indoor and outdoor units with:

-a withstanding pressure of the valve body of 6,3 MPa,

-a leakage ratio of less than 1,6 g/a,

-an impurity ratio of less than 1,2 mg/PCS,

-an airtight press"
"8481807990","Other"
"84818081","Ball and plug valves"
"8481808130","for use in certain types of aircraft"
"8481808190","Other"
"84818085","Butterfly valves"
"8481808530","For use in certain types of aircraft"
"8481808590","Other"
"84818087","Diaphragm valves"
"8481808730","for use in certain types of aircraft"
"8481808790","Other"
"84818099","Other"
"8481809930","Service Valve which suits for R410A or R32 gas while connecting indoor and outdoor units with:

-a withstanding pressure of the valve body of 6,3 MPa,

-a leakage ratio of less than 1,6 g/a,

-an impurity ratio of less than 1,2 mg/PCS,

-an airtight press"
"8481809940","for use in certain types of aircraft"
"8481809970","Pressure- and flow-control valve controlled by external electromagnet:
 
-|made of steel and/or steel alloy(s),
 
-|without integrated circuit,
 
-|of not more than 1000|kPa operating pressure,
 
-|with a flow quantity of not more than 5|l/min,
 
-|withou"
"8481809990","Other"
"848190","Parts"
"8481900010","For use in certain types of aircraft"
"8481900040","Valve armature:
 
-|for the opening and closing of the flow of fuel,
 
-|consisting of a shaft and a blade,
 
-|with at least 3 but not more than 8 holes on the blade,
 
-|made of metal and/or metal alloy(s)
"
"8481900050","Silicone or plastic keyboards, comprising:
 
-parts of common metal, and
 
-whether or not comprising parts of plastic,
 
-epoxy resin reinforced with fiberglass or wood,
 
-whether or not printed or surface-treated,
 
-with or without electrical conducto"
"8481900060","Nozzle body for the regulation of angle and distribution of fuel injection:
 
-of a cylindrical shape,
 
-made of stainless steel,
 
-with 4 or more, but not more than 16 holes,
 
-with a flow rate of 100 cm³/minute or more, but not more than 500 cm³/minu"
"8481900070","Nozzle needle for opening and closing the flow of fuel in the engine, with:
 
-2 holes,
 
-4 grooves,
 
-a diameter of 3 mm or more, but not more than 6 mm,
 
-a length of 25 mm or more, but not more than 35 mm,
 
-made of stainless steel with hard-chrome"
